,popularity,acousticness,danceability,energy,liveness,loudness,tempo,name,clusters
3017,0,0.83,0.554,0.304,0.157,-12.219,130.214,Something New,59
3018,0,0.0416,0.348,0.8,0.0832,-5.197,152.594,Don't Look To The Eyes Of A Stranger,14
3019,69,0.945,0.621,0.31,0.117,-10.164,111.893,Stay,33
3020,54,0.302,0.635,0.852,0.149,-4.243,88.028,Mayberry,96
3021,1,0.0309,0.758,0.448,0.558,-9.441,77.176,God's Plan,42
3022,30,0.809,0.447,0.24,0.122,-14.471,81.341,Nothing But the Blood,34
3023,0,0.0599,0.647,0.762,0.0705,-5.856,89.837,Bad Moon Rising,27
3024,82,0.181,0.731,0.807,0.319,-6.492,114.759,The Way I Are,9
3025,32,0.992,0.376,0.0696,0.101,-19.733,92.235,Maybe,61
3026,63,0.0576,0.505,0.842,0.111,-3.316,172.136,Mr. Mom,47
3027,38,0.0202,0.65,0.718,0.141,-8.031,120.968,Alone - Lost Frequencies Remix,18
3028,64,0.831,0.424,0.264,0.0763,-9.984,139.593,I And Love And You,55
3029,35,0.00101,0.47,0.749,0.308,-3.993,85.046,Blame,1
3030,0,0.05,0.683,0.838,0.155,-7.211,170.375,Klappjakt,84
3031,0,0.236,0.824,0.978,0.393,-9.244,127.997,Blue (Da Ba Dee) - Extended Remix,44
3032,0,0.0186,0.673,0.826,0.0894,-4.28,100.626,Valerie - '68 Version,27
3033,64,0.312,0.536,0.722,0.117,-4.163,143.78,Any Ol' Barstool,57
3034,84,0.00701,0.578,0.866,0.257,-3.804,128.038,Shut Up and Dance,0
3035,78,0.201,0.892,0.714,0.0521,-6.055,100.972,Rock Your Body,70
3036,1,0.772,0.376,0.652,0.057,-6.076,130.824,Drop,23
3037,72,0.0141,0.407,0.725,0.306,-5.346,196.093,You Know You Like It,47
3038,82,0.199,0.631,0.927,0.148,-2.787,123.962,This Is What You Came For (feat. Rihanna),65
3039,0,0.873,0.244,0.232,0.239,-18.739,82.479,Fortress,52
3040,47,0.191,0.751,0.624,0.382,-6.231,179.853,Sommerkroppen,5
3041,64,0.0131,0.381,0.844,0.318,-7.123,194.0,Cecilia And The Satellite,47
3042,64,0.27,0.659,0.617,0.187,-5.862,119.858,Dancing in the Moonlight (feat. NEIMY),18
3043,65,0.135,0.526,0.803,0.119,-3.989,157.887,Brother (feat. Gavin DeGraw),89
3044,63,0.0079,0.653,0.91,0.318,-3.36,126.047,Would You Ever,0
3045,64,0.0415,0.544,0.873,0.0925,-7.425,140.902,Rio - 2009 Remaster,43
3046,72,0.0984,0.583,0.905,0.0593,-6.132,173.982,"Footloose - From ""Footloose"" Soundtrack",47
3047,0,0.846,0.525,0.455,0.0924,-9.88,171.71,Parallel Lives - Acoustic,90
3048,71,0.0584,0.617,0.567,0.0933,-4.188,90.246,All Time Low,96
3049,0,0.661,0.353,0.495,0.0923,-6.722,132.638,Circles,23
3050,0,0.0477,0.635,0.86,0.111,-3.975,109.448,Can't Deny My Love,27
3051,18,0.00301,0.613,0.93,0.535,-4.116,112.213,The Metal,87
3052,61,0.0222,0.92,0.914,0.114,-4.555,135.923,Daft Punk Is Playing at My House,70
3053,76,0.386,0.607,0.536,0.102,-7.306,147.986,In Case You Didn't Know,62
3054,64,0.000479,0.516,0.905,0.198,-5.613,129.999,God's Not Dead (Like A Lion),0
3055,0,3.12e-05,0.295,0.97,0.331,-5.476,109.104,BTK,1
3056,41,0.000231,0.321,0.437,0.0836,-15.836,122.74,Just Like Honey,88
3057,0,0.9,0.481,0.285,0.123,-10.848,130.029,Purpose,59
3058,56,0.23,0.651,0.782,0.139,-4.622,94.94,All To Myself,96
3059,61,0.127,0.702,0.871,0.0819,-6.728,107.982,Too Shy,70
3060,0,0.0492,0.499,0.597,0.242,-5.265,85.879,The Driver,32
3061,55,0.0589,0.522,0.592,0.11,-4.287,79.026,Glorious Day (Living He Loved Me),28
3062,33,0.545,0.648,0.788,0.087,-4.386,128.023,Search Party,89
3063,0,0.0519,0.42,0.843,0.106,-4.231,173.827,Power Over Me,14
3064,46,0.000234,0.576,0.981,0.126,-5.659,115.015,Call My Name,76
3065,50,0.401,0.351,0.159,0.0961,-13.163,110.061,A Gallant Gentleman,29
3066,68,0.0219,0.76,0.886,0.623,-5.356,123.002,Prayer in C - Robin Schulz Radio Edit,7
3067,0,0.67,0.572,0.479,0.5,-8.686,68.536,Rockin' Around The Christmas Tree - Single Version,42
3068,0,0.00849,0.772,0.616,0.0761,-7.701,120.012,Hot Skin - Radio Edit,4
3069,44,9.06e-05,0.493,0.935,0.314,-2.251,149.006,Pop Princess,5
3070,0,0.484,0.608,0.448,0.0804,-9.572,120.084,Hold On,19
3071,1,0.969,0.722,0.0767,0.127,-16.467,84.854,Santa Baby,11
3072,0,0.128,0.563,0.432,0.112,-11.43,106.02,Natalie,10
3073,36,0.0119,0.458,0.841,0.406,-5.486,80.958,Mercury,1
3074,33,0.00624,0.432,0.882,0.312,-4.441,139.983,I Dare You To Move,2
3075,55,0.895,0.412,0.226,0.0871,-12.377,168.139,Ordinary World,67
3076,54,0.217,0.418,0.482,0.123,-5.769,175.558,Cold As You,24
3077,0,0.00014,0.818,0.595,0.0612,-7.644,119.99,My Love,4
3078,51,0.0572,0.583,0.654,0.133,-6.89,90.021,Loving Someone,3
3079,52,0.0341,0.404,0.322,0.123,-10.904,82.2,F.O.D.,88
3080,69,0.41,0.647,0.582,0.0715,-9.538,167.396,Jailhouse Rock,24
3081,0,0.0277,0.303,0.9,0.11,-2.352,149.508,Feels Like We Only Go Backwards,14
3082,49,0.146,0.475,0.452,0.108,-4.134,133.959,You're Not Sorry,81
3083,0,0.0261,0.627,0.683,0.0543,-8.224,119.948,Fanga i en drøm,83
3084,50,0.00974,0.824,0.95,0.199,-4.163,128.031,Bo Peep Bo Peep,70
3085,0,0.158,0.794,0.647,0.139,-6.232,145.945,Black Beatles,12
3086,64,0.00102,0.622,0.831,0.119,-4.819,101.03,Alleyways,65
3087,47,0.00767,0.541,0.982,0.291,-4.908,104.03,Elevate,22
3088,24,0.000879,0.422,0.909,0.143,-4.35,188.301,Find Your Way Back,14
3089,0,0.0388,0.589,0.852,0.286,-4.839,153.048,Fool You’ve Landed,78
3090,73,0.337,0.744,0.637,0.0696,-4.483,100.511,Your Man,54
3091,59,0.0427,0.73,0.732,0.262,-5.167,129.974,Bailando por Ahi,9
3092,55,0.00868,0.692,0.744,0.359,-4.565,171.374,"Lose Yourself - From ""8 Mile"" Soundtrack",5
3093,0,0.958,0.264,0.303,0.226,-12.487,103.209,Harry Potter and the Philospher's Stone - Harry's Wonderful World,45
3094,60,0.145,0.387,0.665,0.092,-11.323,174.896,Time Warp,17
3095,52,0.117,0.537,0.89,0.279,-5.191,114.088,Puzzle Pieces,22
3096,30,7.47e-05,0.453,0.615,0.0799,-6.631,130.02,Aerials,83
3097,51,0.0195,0.299,0.754,0.103,-4.078,169.373,Bleeding Out,64
3098,33,0.000263,0.343,0.9,0.0325,-5.754,166.116,Quicksand,47
3099,61,0.579,0.328,0.219,0.104,-18.595,138.022,Now We Are Free,29
3100,66,0.306,0.479,0.733,0.414,-8.753,99.307,"Hello, Goodbye - Remastered 2009",22
3101,69,0.00166,0.551,0.893,0.348,-2.628,125.083,More - RedOne Jimmy Joker Remix,0
3102,11,0.00294,0.549,0.741,0.044,-7.988,165.941,Swallow (Filthy Victorian Mix By Perfidious Words),84
3103,76,0.0771,0.712,0.967,0.356,-5.206,145.024,We Didn't Start the Fire,0
3104,53,0.944,0.39,0.123,0.0915,-17.706,129.947,Arrival of the Birds,99
3105,43,0.97,0.286,0.222,0.111,-11.683,205.726,Ruby Blue,67
3106,60,0.497,0.415,0.425,0.105,-11.232,89.839,Affection,36
3107,0,0.0023,0.688,0.857,0.71,-5.557,128.006,Ultraviolence - Hook N Sling Remix,87
3108,0,0.282,0.599,0.718,0.692,-12.563,106.082,Never Let Me Down Again,42
3109,0,0.123,0.403,0.659,0.0857,-7.338,90.854,Barton Hollow,13
3110,37,0.529,0.804,0.595,0.0649,-6.799,107.086,Down On The Corner - Jam With Booker T.,49
3111,0,0.274,0.432,0.848,0.233,-8.095,81.201,Black Dog - 1990 Remaster,1
3112,47,4.6e-05,0.297,0.962,0.329,-4.333,90.503,Black Label,92
3113,63,0.0503,0.852,0.604,0.327,-4.569,94.762,It Wasn't Me,20
3114,40,0.0664,0.794,0.746,0.0981,-5.162,129.017,Cuanto Duele,18
3115,0,0.005,0.583,0.457,0.0971,-7.634,180.144,Stranger / Lover,84
3116,0,0.812,0.331,0.153,0.112,-20.67,119.977,Through the Storm,61
3117,36,9.89e-05,0.46,0.874,0.0405,-3.299,110.146,Daylight Dancer,82
3118,61,0.877,0.549,0.177,0.681,-15.09,113.379,"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny",50
3119,74,0.000239,0.457,0.904,0.396,-5.303,141.038,Shoot to Thrill,0
3120,0,0.589,0.684,0.645,0.18,-5.707,121.995,December,48
3121,74,0.749,0.655,0.56,0.115,-6.857,140.975,Rumor,62
3122,0,0.0386,0.862,0.726,0.161,-4.476,98.515,I'm Turnt,27
3123,41,0.826,0.311,0.269,0.587,-18.388,201.722,My Wild Love,31
3124,38,0.899,0.673,0.27,0.155,-11.572,112.902,No Promises (feat. Demi Lovato) - Stripped Version,51
3125,41,0.0804,0.55,0.699,0.346,-8.793,126.306,Three Lions,0
3126,76,0.00129,0.485,0.843,0.14,-3.993,78.001,Unstoppable,65
3127,0,0.103,0.626,0.636,0.114,-8.014,141.991,Fontena på Youngstorget,12
3128,66,0.0491,0.667,0.655,0.0641,-9.339,134.212,Money for Nothing,58
3129,0,0.000547,0.436,0.945,0.31,-3.824,161.074,Everything Is Alright,78
3130,56,0.0339,0.687,0.705,0.164,-8.453,110.048,Get Used To It,16
3131,77,0.000297,0.58,0.916,0.126,-4.358,118.004,Hail to the King,76
3132,64,0.0197,0.88,0.821,0.234,-2.545,127.907,Five Hours,70
3133,46,0.285,0.586,0.659,0.0872,-9.053,142.632,Mirrorball,62
3134,30,0.0143,0.286,0.635,0.271,-9.833,139.996,Rmx of a Rmx,81
3135,61,0.000146,0.331,0.961,0.322,-4.627,168.355,Always Where I Need To Be,74
3136,0,0.0299,0.708,0.737,0.101,-6.665,132.612,Howlin’ For You,83
3137,0,0.0668,0.612,0.681,0.306,-6.116,117.615,The Suburbs,35
3138,0,0.0373,0.621,0.832,0.0948,-6.96,99.96,Back Home,27
3139,66,0.071,0.558,0.818,0.21,-4.07,81.034,It Don't Hurt Like It Used To,65
3140,79,0.0302,0.533,0.376,0.0926,-11.913,165.007,Come Together - Remastered 2009,81
3141,83,0.0134,0.635,0.841,0.0622,-5.379,109.021,Just the Way You Are,76
3142,0,0.0352,0.615,0.931,0.0914,-7.8,137.544,Idioteque,83
3143,0,0.000915,0.274,0.987,0.342,-3.23,170.398,The Faded Line,14
3144,0,0.277,0.565,0.478,0.086,-12.228,103.995,Who Do You Love? Feat. Robyn,10
3145,61,0.116,0.427,0.9,0.119,-3.674,104.655,Snow (Hey Oh),65
3146,63,0.00133,0.532,0.935,0.106,-4.798,128.025,It's Not My Time,57
3147,0,0.0758,0.545,0.884,0.278,-3.373,153.138,Earthquake (feat. Tinie Tempah),78
3148,65,0.49,0.843,0.4,0.125,-5.576,100.728,Shape of You - Acoustic,33
3149,0,0.214,0.638,0.634,0.0866,-6.474,92.097,I Could Use a Love Song,32
3150,0,0.489,0.537,0.335,0.0972,-9.828,73.082,Pressure,79
3151,50,0.46,0.639,0.931,0.0942,-1.73,126.084,Keeping Your Head Up - Don Diablo Remix; Radio Edit,89
3152,46,0.00214,0.462,0.897,0.254,-7.168,157.948,Jump into the Fog,5
3153,46,0.183,0.514,0.697,0.358,-6.439,83.962,Jesus In Disguise,22
3154,0,0.000397,0.623,0.793,0.375,-6.63,98.998,Alejandro,1
3155,75,0.129,0.789,0.716,0.069,-4.241,125.906,Only Girl (In The World),70
3156,0,0.057,0.557,0.761,0.567,-9.58,156.442,Don't Stop Me Now,63
3157,0,0.906,0.454,0.117,0.0888,-15.121,97.692,"City Of Stars - From ""La La Land"" Soundtrack",61
3158,25,0.122,0.535,0.685,0.142,-12.949,120.573,Down I-5,17
3159,80,0.0115,0.527,0.942,0.188,-5.64,148.723,Dancing In the Dark,43
3160,72,0.463,0.69,0.752,0.595,-11.47,126.005,Rasputin,50
3161,47,6.58e-05,0.456,0.993,0.297,-2.471,142.966,Horseshoes and Handgrenades,5
3162,48,0.83,0.541,0.285,0.168,-11.68,131.833,slumber,99
3163,61,0.655,0.773,0.377,0.122,-12.653,119.975,The Finishing,51
3164,0,0.0163,0.541,0.895,0.571,-4.884,102.078,Summer Nights,87
3165,17,0.00397,0.728,0.743,0.127,-7.005,99.993,Smoke Signs - Radio Edit,27
3166,59,0.127,0.646,0.887,0.0698,-4.452,110.963,Somebody Like You,65
3167,0,0.488,0.473,0.315,0.0984,-18.113,56.86,Happiness,11
3168,66,0.0402,0.854,0.543,0.0419,-6.166,103.032,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",16
3169,54,0.215,0.59,0.754,0.109,-4.705,99.937,Brother,96
3170,52,0.183,0.341,0.42,0.0967,-6.567,145.808,Bohemian Rhapsody,56
3171,0,0.0339,0.557,0.54,0.179,-10.484,129.171,Here Comes The Sun - Remastered,12
3172,68,0.214,0.638,0.634,0.0866,-6.474,92.097,I Could Use a Love Song,96
3173,0,0.0338,0.479,0.884,0.0802,-4.762,146.922,All Around Me,83
3174,0,0.00261,0.58,0.953,0.218,-3.856,103.041,Life Is A Highway,1
3175,50,0.00876,0.499,0.519,0.249,-6.674,165.036,Take On Me,24
3176,0,0.00533,0.937,0.654,0.0542,-11.187,128.462,Baby Got Back,4
3177,64,0.771,0.617,0.315,0.0809,-7.998,119.822,Say,33
3178,25,0.242,0.283,0.277,0.0947,-12.111,143.965,Only Mortal,8
3179,67,0.000547,0.569,0.638,0.0848,-6.557,144.042,Somewhere On A Beach,43
3180,0,0.00152,0.846,0.888,0.0992,-8.74,123.028,Headhunter V1.0,27
3181,50,0.0856,0.428,0.92,0.177,-3.852,89.895,Scars,82
3182,61,0.0205,0.742,0.713,0.059,-5.522,120.032,Maps,76
3183,64,0.295,0.651,0.782,0.107,-4.295,171.987,No Such Thing as a Broken Heart,43
3184,56,0.00031,0.666,0.603,0.0993,-7.314,116.84,I Miss You,18
3185,13,0.00254,0.257,0.804,0.22,-5.314,166.319,Day in June,14
3186,69,0.0223,0.636,0.702,0.293,-5.352,135.104,The Eve,9
3187,61,0.626,0.597,0.363,0.0848,-10.365,130.022,Technicolour Beat,55
3188,0,0.583,0.353,0.526,0.0762,-8.868,110.517,Fernando,23
3189,1,0.0597,0.635,0.914,0.601,-5.631,156.014,Ain't No Rest For The Wicked - Original Version,63
3190,59,0.35,0.926,0.916,0.0234,-2.221,110.007,Hollaback Girl,70
3191,0,0.0204,0.696,0.572,0.498,-10.589,98.516,Dundadeova,42
3192,49,0.00105,0.318,0.924,0.342,-2.768,184.101,Spellbound,74
3193,60,0.000143,0.359,0.935,0.351,-5.529,173.429,The Hell Song,74
3194,68,0.0202,0.468,0.692,0.523,-4.015,78.009,First,40
3195,70,0.0383,0.426,0.584,0.188,-5.293,193.437,Single Ladies (Put a Ring on It),47
3196,62,0.549,0.103,0.384,0.111,-16.401,79.262,Arrival to Earth,29
3197,76,0.00589,0.884,0.657,0.154,-4.569,107.059,King Kunta,70
3198,85,0.0498,0.617,0.635,0.164,-6.769,103.019,Something Just Like This,96
3199,87,0.581,0.825,0.652,0.0931,-3.183,95.977,Shape of You,54
3200,44,0.812,0.62,0.311,0.172,-12.299,138.903,Everyday Robots,51
3201,34,0.857,0.511,0.446,0.118,-9.403,84.338,Astrovan,97
3202,0,0.0797,0.5,0.846,0.241,-8.098,134.937,The Passenger,0
3203,0,0.257,0.544,0.759,0.35,-4.839,150.032,Don't Kill My Vibe,78
3204,34,0.305,0.703,0.496,0.0837,-4.655,95.478,Heart Strings,49
3205,59,0.382,0.735,0.555,0.0952,-8.84,100.01,Finally Moving,33
3206,15,0.0349,0.643,0.679,0.777,-6.224,127.973,I Remember,37
3207,0,0.00795,0.73,0.936,0.128,-0.948,136.983,다시 해줘 Do it again,83
3208,72,0.00573,0.521,0.673,0.12,-8.685,108.031,3AM,3
3209,71,0.687,0.432,0.389,0.0788,-6.517,139.506,Wild Horses - 2009 Mix,55
3210,44,0.29,0.64,0.929,0.229,-4.379,122.759,Backwards,9
3211,0,0.279,0.612,0.57,0.0963,-6.642,77.004,The Bones,32
3212,0,0.317,0.255,0.319,0.114,-15.114,139.94,Pleader,75
3213,46,0.0571,0.604,0.855,0.343,-3.097,99.96,Tell Me Why,22
3214,38,0.929,0.701,0.31,0.103,-10.397,154.637,Two Left Hands,51
3215,0,0.614,0.179,0.652,0.159,-5.719,75.422,Si Tu Veux,23
3216,66,0.056,0.61,0.841,0.118,-4.579,126.889,Glad You Came,76
3217,46,0.632,0.624,0.34,0.121,-12.411,129.987,Sad Beautiful Tragic,51
3218,71,0.000616,0.455,0.858,0.226,-5.659,163.118,Someday,5
3219,13,0.635,0.532,0.457,0.251,-8.867,104.038,One More Day,66
3220,0,0.0604,0.573,0.968,0.183,-3.717,101.993,Sweet Ophelia,1
3221,44,0.214,0.503,0.697,0.165,-4.888,79.157,7 Days,28
3222,0,0.831,0.607,0.378,0.0957,-18.354,90.338,One Of These Things First,11
3223,41,0.141,0.494,0.803,0.126,-6.97,121.251,Out on the Town - Bonus Track,18
3224,0,0.0274,0.585,0.722,0.111,-6.044,154.011,You Know You Wanna,14
3225,62,0.0576,0.906,0.584,0.128,-7.72,129.055,Fergalicious,58
3226,0,0.00984,0.69,0.747,0.355,-4.583,171.367,Lose Yourself - Soundtrack Version,78
3227,48,0.0749,0.727,0.47,0.0884,-7.698,126.044,Cringe,18
3228,0,0.474,0.767,0.588,0.133,-7.713,110.971,Shallow Waters,4
3229,0,0.0372,0.396,0.677,0.112,-7.513,135.177,Sedona,12
3230,32,0.14,0.523,0.811,0.122,-5.386,139.995,Cosmic Love,83
3231,12,0.725,0.53,0.235,0.122,-11.017,127.723,It's So Overt It's Covert,59
3232,62,0.637,0.646,0.431,0.113,-8.517,90.034,Bright,97
3233,0,0.0565,0.318,0.918,0.659,-6.288,120.567,Desire Lines,63
3234,0,0.0493,0.419,0.866,0.14,-3.189,149.897,Put Your Number in My Phone,14
3235,52,0.0204,0.591,0.699,0.0614,-5.221,116.029,Over My Head (Cable Car),76
3236,0,0.000902,0.47,0.763,0.699,-7.003,125.935,Lights,63
3237,0,0.215,0.464,0.703,0.0609,-10.149,109.98,Hours (Carl Louis remix),13
3238,57,0.44,0.618,0.693,0.101,-7.889,143.98,Self,62
3239,0,0.000907,0.612,0.841,0.37,-3.795,104.986,Craving You,44
3240,0,0.422,0.522,0.211,0.121,-15.167,95.429,Lullaby + Exile,11
3241,0,0.00761,0.729,0.771,0.087,-2.451,125.011,What Makes You Beautiful,27
3242,55,0.0222,0.549,0.698,0.202,-6.679,164.049,Rewind,47
3243,0,0.0113,0.829,0.427,0.682,-13.21,126.966,Cous Cous - Mark Morris Insane Remix,42
3244,22,0.868,0.534,0.204,0.0981,-12.972,127.913,The Closest Thing to Crazy,59
3245,0,0.481,0.177,0.425,0.124,-21.378,88.237,Night of Horror,41
3246,52,0.995,0.433,0.0127,0.0947,-26.732,117.132,Gnossienne No.1: Lent,72
3247,76,0.698,0.656,0.577,0.296,-5.566,173.094,If We Have Each Other,62
3248,30,0.9,0.35,0.208,0.165,-9.811,171.094,Two Evils,67
3249,0,0.342,0.3,0.487,0.125,-8.635,165.794,"A Lovely Night - From ""La La Land"" Soundtrack",8
3250,44,0.00176,0.508,0.911,0.497,-3.425,91.983,Cult of Personality,40
3251,52,0.0327,0.559,0.487,0.129,-9.349,149.961,Epiphany,81
3252,64,0.896,0.551,0.324,0.277,-10.962,90.957,Open,21
3253,0,0.899,0.51,0.208,0.115,-15.04,137.447,Was There Nothing?,59
3254,0,0.371,0.826,0.596,0.0578,-9.751,118.984,Backyard,4
3255,46,0.0867,0.288,0.504,0.271,-5.181,131.051,One Thing,81
3256,73,0.347,0.665,0.695,0.106,-5.763,90.119,Foolish,54
3257,59,0.000129,0.529,0.953,0.146,-4.562,134.968,Guardians Of Asgaard,43
3258,40,1.3e-05,0.239,0.945,0.159,-3.028,86.707,Terror and Hubris in the House of Frank Pollard,82
3259,51,0.000303,0.612,0.972,0.0817,-4.328,109.989,Voices,65
3260,77,0.0717,0.516,0.764,0.115,-6.223,148.021,Secrets,57
3261,9,0.0691,0.719,0.704,0.166,-4.724,133.002,Sweet but Psycho,12
3262,45,0.00377,0.524,0.987,0.0324,-4.494,92.489,End Of The Line,65
3263,34,0.279,0.555,0.437,0.0782,-13.131,88.729,I Don't Call Him Daddy,77
3264,63,0.82,0.681,0.34,0.285,-8.617,129.98,Superhero,33
3265,0,0.0155,0.497,0.852,0.0793,-5.517,138.8,Summer Of '69,83
3266,0,0.984,0.646,0.187,0.131,-13.539,98.959,Riverside,11
3267,51,0.00168,0.412,0.876,0.634,-4.592,171.921,He Knows,69
3268,52,0.92,0.442,0.124,0.21,-22.227,65.003,I'll Let You Know,34
3269,0,0.644,0.31,0.456,0.0831,-8.993,120.417,The Throne Room/End Title,23
3270,69,0.102,0.688,0.5,0.355,-7.411,127.906,Dazed & Confused,9
3271,75,7.13e-05,0.392,0.964,0.106,-4.441,167.024,The Diary of Jane - Single Version,47
3272,0,0.672,0.669,0.479,0.11,-8.849,143.159,Lemon Tree,19
3273,52,0.625,0.589,0.609,0.0688,-7.593,149.976,Landslide,62
3274,0,0.157,0.717,0.531,0.149,-8.476,94.511,Postales,32
3275,47,4.42e-05,0.455,0.922,0.067,-4.499,169.819,Fight for All the Wrong Reasons,47
3276,58,0.881,0.227,0.264,0.114,-14.905,84.986,Harry's Wondrous World,34
3277,75,0.183,0.652,0.678,0.106,-6.183,72.989,OTW,96
3278,70,0.000671,0.509,0.843,0.348,-3.318,140.055,The Red,0
3279,47,0.0817,0.284,0.457,0.413,-9.239,86.88,Hold You Now (feat. Danielle Haim),92
3280,0,0.171,0.415,0.703,0.128,-6.325,82.497,Be Good,13
3281,0,0.0326,0.445,0.955,0.317,-8.027,123.343,Welcome To The Jungle,2
3282,0,0.421,0.38,0.553,0.0788,-6.621,179.629,The Other,8
3283,65,0.0376,0.733,0.892,0.137,-3.641,95.989,Échame La Culpa,70
3284,0,0.306,0.301,0.583,0.118,-6.441,116.924,Young God,8
3285,1,0.272,0.784,0.882,0.0919,-3.366,109.952,Colors,27
3286,69,0.0834,0.327,0.588,0.104,-6.611,161.074,The Climb,56
3287,1,0.189,0.849,0.581,0.0805,-5.243,110.008,How Long,4
3288,63,0.155,0.67,0.763,0.0799,-6.864,114.398,Saturday in the Park - 2002 Remaster,58
3289,20,0.0828,0.212,0.549,0.124,-4.907,128.198,The Ghost Woman and the Hunter,8
3290,71,0.00879,0.592,0.935,0.132,-4.317,125.013,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),76
3291,59,0.0114,0.557,0.814,0.345,-4.469,127.969,Breathing,0
3292,51,0.0225,0.54,0.913,0.344,-6.887,136.265,Beautiful Day,0
3293,64,0.0462,0.431,0.416,0.144,-10.376,127.964,So Will I (100 Billion X),81
3294,50,0.00209,0.471,0.846,0.126,-3.632,116.469,Fade,57
3295,75,0.00131,0.616,0.868,0.671,-3.606,108.016,Immortals,86
3296,52,0.0948,0.798,0.922,0.0698,-3.382,96.4,5/4,70
3297,0,0.0768,0.534,0.887,0.325,-3.777,122.494,Livin' On A Prayer,44
3298,48,0.0801,0.378,0.812,0.163,-4.178,78.057,Tranquilize,28
3299,52,0.107,0.86,0.705,0.149,-12.514,134.395,Jump (For My Love),58
3300,25,0.00334,0.853,0.599,0.0759,-4.756,119.993,Blurred Lines,18
3301,82,0.31,0.579,0.736,0.198,-3.863,127.999,Waiting For Love,89
3302,0,0.901,0.0973,0.223,0.306,-12.969,88.705,"Solomon (from ""12 Years A Slave"") - Cover Version",52
3303,59,0.27,0.639,0.465,0.124,-7.247,86.994,Without You,16
3305,63,0.0319,0.798,0.666,0.905,-4.876,149.884,Sandy Freak,37
3306,63,0.173,0.757,0.849,0.0878,-3.424,150.036,Woman Like Me (feat. Nicki Minaj),43
3307,48,0.146,0.851,0.529,0.0656,-12.201,105.865,"Movin' Right Along - From ""The Muppet Movie""/Soundtrack Version",39
3308,46,0.0031,0.75,0.698,0.0937,-6.959,120.002,Voyages,76
3309,0,0.0876,0.619,0.876,0.0865,-4.783,124.985,Outta Style,83
3310,0,0.973,0.17,0.429,0.386,-28.388,66.304,Sounds of the Humpback Whale 1,98
3311,0,0.00107,0.527,0.834,0.0993,-5.531,110.065,I'm Just A Kid,13
3312,0,0.108,0.523,0.882,0.0684,-3.093,119.947,Alive,83
3313,39,0.00647,0.713,0.789,0.0936,-6.606,93.38,"Nei, så tjukk du har blitt",16
3314,0,0.00882,0.53,0.601,0.083,-4.364,123.009,"Steady, As She Goes",83
3315,70,0.193,0.856,0.632,0.0688,-3.692,112.009,Done for Me (feat. Kehlani),58
3316,51,0.0558,0.603,0.946,0.114,-4.172,144.019,Hillbilly Bone,76
3317,15,0.000663,0.746,0.903,0.114,-4.783,126.02,Later Bitches - Benny Benassi vs. MazZz & Constantin Remix,27
3318,45,0.0108,0.256,0.955,0.565,-3.605,176.941,American Eulogy: Mass Hysteria / Modern World,74
3319,47,0.246,0.645,0.867,0.126,-4.468,128.033,Wolf,76
3320,29,0.866,0.578,0.337,0.111,-8.459,116.514,The Only One (Acoustic),19
3321,27,0.664,0.472,0.158,0.273,-14.934,184.173,You Send Me,31
3322,51,0.0109,0.72,0.893,0.0729,-3.279,100.96,Ready To Let Go,65
3323,69,0.00172,0.542,0.905,0.136,-5.653,153.398,Sex on Fire,43
3324,0,0.000882,0.802,0.827,0.0548,-8.035,125.009,Daft Tune,27
3325,64,0.163,0.72,0.391,0.046,-16.595,120.794,Proud Mary,39
3326,1,0.0141,0.889,0.454,0.203,-8.598,100.36,Here Comes the Hotstepper - Heartical Mix,4
3327,0,0.0386,0.534,0.828,0.106,-6.472,156.031,Just Smoke,83
3328,65,0.145,0.652,0.591,0.164,-7.274,121.873,Blame It On Me,58
3329,76,0.245,0.42,0.33,0.0677,-13.925,157.143,Fade Into You,81
3330,0,0.867,0.523,0.438,0.123,-11.49,126.028,I Need My Girl,59
3331,54,0.819,0.714,0.305,0.174,-8.837,124.91,Never Grow Up,33
3332,51,0.391,0.467,0.591,0.205,-6.066,174.977,"Sinner, Pt. 3",24
3333,0,0.0379,0.547,0.797,0.0871,-7.822,109.998,From Lom To Bangladesh,13
3334,0,0.589,0.538,0.127,0.238,-16.057,62.829,Sweet Caroline,11
3335,0,0.00114,0.432,0.816,0.144,-6.086,158.166,When I'm With You,78
3336,0,0.947,0.41,0.0485,0.108,-13.918,137.97,Can't Help Falling in Love,59
3337,53,0.051,0.541,0.772,0.146,-11.552,178.082,"Yes - From ""Dirty Dancing"" Soundtrack",17
3338,41,0.0612,0.383,0.852,0.104,-3.713,164.027,Marionette,47
3339,41,0.82,0.707,0.138,0.135,-10.102,84.924,8 Letters - Recorded at Spotify Studios NYC,95
3340,0,0.0601,0.588,0.74,0.123,-5.108,124.956,Marlene,83
3341,81,0.599,0.577,0.749,0.183,-7.215,130.97,Clocks,89
3342,0,0.177,0.708,0.6,0.0578,-7.099,112.995,Miami 82 - Kygo Remix,4
3343,59,0.0104,0.486,0.83,0.0635,-10.815,151.869,Think I'm In Love,17
3344,54,0.109,0.653,0.708,0.163,-5.385,111.924,Hum With Me,18
