name,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
She Looks So Perfect,202496,76,0.000569,0.494,0.951,0,0.327,-4.237,0.132,160.025
In My Head,199026,68,0.0266,0.762,0.748,0,0.348,-4.15,0.033,110.009
Eighties - 2007 Digital Remaster,239280,58,0.000735,0.393,0.964,0.0196,0.34,-8.838,0.144,151.898
Happy as the Sun,164640,0,0.833,0.763,0.246,0,0.106,-13.204,0.0445,124.97
Sober Serenade,226659,33,0.0173,0.37,0.933,9.14e-05,0.345,-4.173,0.432,143.052
Times Like These,267973,60,1.37e-05,0.36,0.905,7.51e-06,0.0753,-3.808,0.0812,144.544
99 Revolutions,229893,51,0.00041,0.475,0.949,0,0.0646,-3.431,0.0859,172.035
Reaktorn läck i Barsebäck,235840,49,0.0255,0.509,0.714,0.78,0.138,-5.28,0.0342,151.857
Pop a Bottle (Fill Me Up),224693,50,0.0421,0.722,0.869,1.37e-05,0.35,-3.104,0.0591,126.009
I'm Coming Out,325266,15,0.177,0.739,0.917,0.119,0.0834,-4.459,0.0504,110.163
Naked,201773,0,0.000475,0.55,0.835,0.0152,0.0945,-5.669,0.088,157.994
Warmth,229627,33,0.0488,0.641,0.886,0,0.843,-3.583,0.0594,140.058
Love You Goodbye,196933,68,0.0928,0.546,0.657,0,0.119,-4.787,0.0332,133.188
Have A Nice Day - Decade In The Sun Version,204306,9,0.0152,0.494,0.786,0,0.425,-5.341,0.0434,120.828
It's Alright Now,249946,0,0.108,0.527,0.793,3.28e-06,0.144,-4.823,0.0352,124.994
Forever & Always,225320,51,0.0752,0.608,0.821,0,0.11,-4.985,0.0576,128.042
Stranger In A Room,177511,0,0.979,0.676,0.157,0.396,0.105,-17.23,0.0455,130.008
My Front Porch Looking In,223933,0,0.0381,0.552,0.808,0,0.312,-5.569,0.0444,102.87
I'm Ready,227311,64,0.0108,0.628,0.867,0,0.308,-3.555,0.0913,78.043
Sweet Dreams (Are Made of This) - Remastered,216933,82,0.225,0.692,0.711,0,0.12,-7.498,0.0317,125.135
I Have Love for Everyone Besides Myself.,161238,50,0.97,0.352,0.238,0.586,0.0664,-18.408,0.1,72.649
Bloom - Bonus Track,210080,69,0.882,0.592,0.416,0.000586,0.112,-9.794,0.0246,96.002
What You Know,191400,0,0.000728,0.556,0.763,6.79e-06,0.071,-3.952,0.0413,138.986
Ways & Means,289106,0,0.0246,0.457,0.751,0.0189,0.072,-4.933,0.0282,170.1
instagram,255728,71,0.196,0.463,0.566,0,0.284,-6.195,0.145,93.921
All Star,200560,50,0.0398,0.73,0.862,0,0.0818,-5.876,0.0313,104.018
We Belong Together (feat. Danielle Haim),190733,38,0.429,0.679,0.568,0,0.263,-6.452,0.0249,82.998
imagine if,197216,0,0.568,0.907,0.452,0,0.244,-6.673,0.187,92.063
favOriTe,194253,48,0.00841,0.59,0.941,0,0.402,-1.497,0.0555,98.986
Some Other Place & Time,295133,17,0.876,0.61,0.363,0.0184,0.0768,-10.024,0.0309,122.015
I Do (feat. SZA),200205,67,0.27,0.886,0.473,2.58e-05,0.0864,-7.338,0.255,135.065
The Place I Left Behind,244840,50,0.159,0.49,0.463,0.0771,0.117,-8.455,0.0326,125.989
Snow-Hen of Austerlitz,231400,13,0.924,0.649,0.329,0,0.106,-12.1,0.0419,126.052
Stayin' Alive,283360,0,0.115,0.69,0.821,0.000303,0.193,-8.129,0.0361,103.597
Crystal,214000,0,0.0229,0.333,0.834,0.574,0.335,-3.678,0.058,135.026
You Get What You Give,300773,76,0.17,0.621,0.901,0,0.0875,-5.396,0.0302,113.967
When Doves Cry,242440,0,0.233,0.843,0.431,0.00126,0.153,-11.593,0.0441,128.663
SADE IN THE 90s,220800,0,0.0943,0.801,0.491,9.35e-05,0.193,-9.088,0.0543,125.049
Boom Boom Pow,251440,52,0.13,0.867,0.857,0.00171,0.13,-5.892,0.0663,130.048
Me & You,203506,52,0.0572,0.709,0.911,4.73e-06,0.0732,-2.611,0.0593,106.972
Planet Caravan,270560,0,0.938,0.43,0.117,0.911,0.0896,-22.249,0.037,87.805
On My Way,236497,41,0.609,0.694,0.553,8.46e-06,0.0912,-9.943,0.0412,105.998
Waves - Robin Schulz Radio Edit,208133,3,0.00821,0.829,0.51,0.0014,0.0829,-9.334,0.0369,119.993
Wild Eyes,204573,56,0.322,0.625,0.728,0.000494,0.101,-6.4,0.0641,125.901
Rhythm Of Love,200200,64,0.356,0.531,0.542,0,0.119,-7.721,0.0432,171.878
Why Don't We Just,179581,45,0.353,0.713,0.662,2.11e-06,0.0977,-3.633,0.14,97.255
Our Truth,243120,0,0.000121,0.507,0.732,0.787,0.154,-7.108,0.0276,102.033
Worn,244120,53,0.384,0.51,0.42,0,0.102,-8.014,0.0312,125.898
Funeral Hymn,517903,0,3.13e-05,0.209,0.96,0.0923,0.415,-4.411,0.0911,200.064
"I Sold My Bed, But Not My Stereo",234333,0,0.00126,0.688,0.808,0.00183,0.0557,-5.618,0.0445,122.024
Everlong,249986,61,5.69e-05,0.415,0.867,0.000192,0.0883,-5.497,0.0387,157.902
Egoist (Olivia Hye),247381,53,0.02,0.531,0.86,0,0.373,-3.543,0.0495,92.009
Worlds Collide,200142,0,0.537,0.517,0.611,0,0.0745,-6.226,0.047,140.062
Main Title and Escape,445560,0,0.742,0.152,0.448,0.82,0.116,-10.575,0.0464,77.14
We're All in This Together,299706,29,0.02,0.567,0.969,0.000219,0.212,-3.162,0.0507,97.069
She Got the Best of Me,183160,0,0.0152,0.52,0.745,0,0.123,-5.391,0.0265,76.033
Få meg på,172293,29,0.0773,0.737,0.762,0,0.263,-3.897,0.271,110.162
Love Me Now,210293,67,0.591,0.495,0.762,0,0.0763,-3.842,0.0862,123.893
She Loves You - Remastered 2009,141333,50,0.264,0.391,0.883,0,0.157,-5.973,0.0442,75.442
Birds Chirping in a Woodland Meadow,676048,0,0.8,0.246,0.662,0.912,0.132,-26.692,0.248,83.405
Jai Ho,319346,41,0.213,0.733,0.795,0.0001,0.0989,-6.748,0.0609,136.977
Just Be Held,221080,61,0.623,0.5,0.658,0,0.159,-6.399,0.0345,76.088
Phases,215759,70,0.169,0.77,0.636,0,0.0676,-6.724,0.131,105.93
Istoria Mias Kalpikis Liras,299817,30,0.29,0.602,0.762,0.0361,0.694,-6.727,0.034,89.628
Daydream in Blue - BBC Radio 2 Session,238733,0,0.241,0.838,0.178,0.531,0.0759,-14.818,0.0646,135.319
Pretty Fly (For a White Guy),188106,0,0.0962,0.72,0.898,0,0.0675,-3.701,0.0997,143.431
NFWMB,259253,58,0.895,0.379,0.373,0.0718,0.115,-12.176,0.0309,176.002
That Day,161093,0,0.764,0.533,0.0968,0,0.148,-17.022,0.0584,123.088
Spinner For Deg,275054,0,0.00521,0.339,0.625,0.000456,0.423,-6.254,0.0271,77.517
Wrap It Up - LP / Single Version,152559,25,0.659,0.786,0.455,1.07e-05,0.0353,-9.47,0.0414,112.743
Oh My Soul,255173,60,0.498,0.331,0.427,0,0.108,-7.431,0.0302,157.938
All The Way Turnt Up,295320,45,0.000798,0.515,0.971,0,0.273,-1.976,0.0865,132.025
Like This,366339,0,0.0624,0.838,0.802,0.877,0.143,-9.671,0.0908,130.153
Superman's Dead,255400,56,0.0104,0.247,0.869,8.59e-06,0.0954,-8.382,0.0542,175.26
Ocean Avenue,198266,74,3.43e-05,0.486,0.904,2.83e-05,0.0947,-3.751,0.0638,173.734
Harry's Wondrous World,301880,44,0.873,0.178,0.266,0.917,0.0979,-13.791,0.0331,84.537
Kids,302840,79,0.00076,0.451,0.931,0.0049,0.361,-3.871,0.0719,122.961
We Are Young (feat. Janelle Monáe),250626,76,0.02,0.378,0.638,7.66e-05,0.0849,-5.576,0.075,184.086
We Dem Boyz,224933,37,0.0104,0.698,0.868,0,0.343,-4.748,0.0582,130.031
We Will Rise,246706,48,1.15e-05,0.466,0.98,0.0145,0.335,-5.068,0.145,113.974
Her Morning Elegance,215986,39,0.762,0.417,0.364,8.49e-05,0.111,-12.007,0.0362,57.486
Here's To The Good Times,249293,39,0.0212,0.525,0.933,0,0.0712,-3.652,0.038,142.073
Kamikaze,214240,58,0.0368,0.663,0.878,3.39e-06,0.328,-3.195,0.0646,158.035
Forever on Your Side (with JOHNNYSWIM),294200,52,0.227,0.511,0.8,0.000345,0.112,-4.759,0.0622,114.042
She's Lost Control - 2007 Remaster,237013,0,0.0157,0.485,0.846,0.0287,0.0766,-7.63,0.0528,144.246
Free And Easy (Down The Road I Go),201120,59,0.00525,0.557,0.825,0.00164,0.177,-4.657,0.0283,120.017
Night and Day - Take 1,178186,8,0.991,0.53,0.241,7.95e-05,0.392,-9.857,0.0322,96.458
"Hello, Little Girl",151146,42,0.671,0.43,0.245,0,0.078,-15.004,0.116,136.675
Matches (Subtact Remix) [feat. Aaron Richards],206896,0,0.00147,0.557,0.85,0.0173,0.111,-5.899,0.0723,145.006
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,1,0.0631,0.735,0.451,1.3e-05,0.325,-8.374,0.0585,117.973
Odds Are,184400,60,0.108,0.629,0.855,0,0.198,-5.593,0.0568,96.039
Here Comes The Sun,213613,0,0.712,0.391,0.395,8.66e-05,0.0549,-12.025,0.0365,115.837
Follow Me,218439,73,0.439,0.817,0.585,0,0.147,-4.688,0.0301,105.014
Gi Mer,189913,1,0.334,0.565,0.679,2.45e-05,0.125,-7.26,0.335,145.275
Live Like Legends,223526,51,0.118,0.465,0.686,0.00218,0.0802,-5.429,0.0314,79.017
HOUSTONFORNICATION,217828,70,0.0985,0.689,0.723,0,0.158,-4.052,0.0836,160.042
The Last Time,298293,40,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069
Swell,243667,42,0.734,0.581,0.425,0.000655,0.0904,-8.604,0.0654,140.544
Bobby Brown Goes Down,169066,0,0.248,0.59,0.553,0,0.114,-10.258,0.185,136.52
Drive Away (End Title),304946,30,0.782,0.649,0.393,0.012,0.0873,-14.033,0.0308,102.018
Sorry For Party Rocking,203973,51,0.00213,0.6,0.877,0,0.413,-4.351,0.165,133.998
"Shake, Shake, Shake",163236,58,0.0807,0.727,0.678,0.000564,0.115,-5.136,0.0626,119.957
3 Gymnopédies: Gymnopedie No. 1,159333,56,0.994,0.527,0.0291,0.917,0.0959,-31.347,0.0741,99.331
Shattered [Turn The Car Around],255493,0,0.0175,0.571,0.784,0,0.19,-6.396,0.0352,105.973
Living Darfur,255213,0,0.0769,0.612,0.615,0,0.1,-5.812,0.0294,100.002
From Eden,283466,55,0.584,0.399,0.672,2.45e-05,0.118,-5.506,0.05,142.215
Your Soul,324806,64,0.000599,0.487,0.68,0.0339,0.144,-8.497,0.0408,94.46
Somebody Else Will,165173,56,0.0353,0.488,0.744,0,0.0952,-4.284,0.131,180.007
All My Friends (feat. Tinashe & Chance the Rapper),229746,74,0.12,0.681,0.521,8.41e-05,0.108,-5.849,0.141,94.997
Promises (with Sam Smith) - David Guetta Remix,190416,59,0.186,0.588,0.697,0.000219,0.103,-4.744,0.0372,125.157
Marry You,230192,76,0.332,0.621,0.82,0,0.104,-4.865,0.0367,144.905
Candleburn,241706,38,0.068,0.57,0.429,3.56e-06,0.112,-10.146,0.0284,157.95
Mambo No. 5 (a Little Bit of...),220293,78,0.103,0.622,0.807,0,0.306,-6.752,0.408,174.06
Easy Living,181333,52,0.985,0.632,0.134,0.00126,0.285,-17.029,0.0532,89.088
Land of Confusion - 2007 Remaster,285666,58,0.016,0.613,0.928,0.000443,0.334,-7.607,0.0396,115.169
Nordaførr,196842,47,0.0721,0.588,0.913,0,0.0774,-5.025,0.155,95.318
Springsteen,263386,74,0.1,0.692,0.809,9.77e-05,0.185,-5.935,0.0255,104.023
SUNSET,222553,0,0.319,0.535,0.911,0,0.559,-3.853,0.148,170.109
We Are Never Ever Getting Back Together,191880,54,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984
Calm Seaside Surf Deep Relaxation,2400364,0,0.802,0.152,0.977,0.978,0.223,-18.599,0.0758,106.685
Winter Bird,244146,0,0.011,0.301,0.492,0.0454,0.172,-8.307,0.0483,142.677
Can't Help Me Now,207122,30,0.0702,0.831,0.593,1.82e-05,0.176,-6.542,0.0387,100.977
Paris,232746,54,0.0876,0.472,0.881,0,0.0698,-5.252,0.0524,178.858
Get Some,202589,22,0.0135,0.574,0.876,0.00776,0.336,-4.752,0.0696,101.678
Paper Doll,257626,0,0.549,0.659,0.468,0.012,0.17,-11.765,0.0293,153.784
Apple Bed,294373,0,0.246,0.806,0.158,0.481,0.105,-19.399,0.0359,119.914
Psyche Or Like Scope,277786,0,0.0469,0.828,0.525,0.102,0.0833,-10.475,0.0442,120.029
There's the Door,201328,0,0.741,0.649,0.431,9e-05,0.291,-7.38,0.0365,87.939
Gold Dust,234254,33,0.00635,0.242,0.746,0.00397,0.107,-4.496,0.0361,127.997
The Joker,264503,76,0.365,0.596,0.448,5.3e-06,0.206,-9.616,0.0396,83.293
Distrust,213350,42,0.256,0.343,0.426,0.00218,0.0857,-7.112,0.0303,111.158
Brick House - Extended Version,225533,22,0.0437,0.842,0.887,0.00113,0.0384,-6.336,0.0699,107.732
Summer,222533,84,0.0211,0.596,0.856,0.0178,0.141,-3.556,0.0346,127.949
Ridin' Roads,205426,0,0.0986,0.547,0.817,0,0.136,-4.255,0.0448,142.118
Sk8er Boi,204000,0,6.79e-05,0.487,0.9,0,0.358,-4.417,0.0482,149.937
"""DEVILS NEVER CRY""(スタッフロール)",319906,53,0.000894,0.264,0.951,0.0442,0.127,-7.356,0.146,149.99
Walk Home,249453,10,0.00558,0.67,0.518,0.0789,0.104,-6.87,0.0385,118.307
Cover Girl (Macutchi's TaterZ DeeP Edit),288426,26,0.00905,0.84,0.993,0.156,0.334,-6.767,0.0715,131.02
Karma Chameleon - Remastered 2002,252773,75,0.225,0.668,0.73,0,0.188,-7.182,0.0366,92.049
Tipsy - Club Mix,243226,66,0.0644,0.925,0.744,0,0.0888,-5.79,0.367,93.02
Mind Controllers,219048,16,0.00516,0.268,0.845,0.000171,0.188,-5.715,0.0632,170.191
Henpecked,188613,1,0.165,0.71,0.789,0,0.527,-5.989,0.0373,120.015
I Wanna Be the One,216386,8,0.537,0.772,0.606,4.04e-06,0.0672,-4.789,0.0358,118.992
Break Your Heart,201546,76,0.0327,0.607,0.934,0,0.0909,-4.217,0.0314,122.01
Sorrow,165973,0,0.0149,0.478,0.83,0,0.333,-3.562,0.0384,140.355
Drive,232453,76,0.0562,0.645,0.792,0.0121,0.119,-7.34,0.036,90.565
Trust Fund Baby - The White Panda Remix,207618,0,0.0274,0.632,0.719,0,0.0576,-5.571,0.044,170.072
Work It Out,206866,0,0.0131,0.21,0.836,3.41e-06,0.123,-3.822,0.0473,162.063
Moves Like Jagger - Radio Edit,201386,0,0.0104,0.716,0.766,0,0.314,-4.487,0.0479,128.044
Begin Again,237613,59,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025
Prime Audio Soup,377240,0,0.000155,0.585,0.914,0.681,0.324,-6.163,0.044,126.011
I Can't Decide,166573,61,0.239,0.69,0.807,0,0.205,-4.912,0.0326,96.991
Skinny Genes - Unplugged,188493,26,0.344,0.754,0.354,1.02e-06,0.195,-8.02,0.16,135.586
Poem,189200,59,0.000104,0.364,0.912,0.0025,0.086,-2.968,0.107,105.368
Breathe - Dimitri Vangelis & Wyman Remix,198948,0,0.0228,0.518,0.682,4.38e-06,0.095,-3.827,0.0725,128.027
Run Away with You,224960,51,0.141,0.535,0.803,0,0.297,-4.116,0.0465,147.902
Play Hard (feat. Ne-Yo & Akon) - New Edit,208845,68,0.035,0.723,0.87,0,0.656,-3.013,0.0435,129.952
Talking In Your Sleep,235093,65,0.0289,0.72,0.967,0.000345,0.142,-4.434,0.0343,129.766
The Veldt - Radio Edit,170059,53,0.0573,0.736,0.759,0.207,0.0778,-7.066,0.0347,128.041
White Iverson,256533,78,0.233,0.675,0.562,0,0.0816,-7.678,0.0352,130.098
passage,154282,39,0.771,0.781,0.328,0.214,0.113,-7.382,0.176,80.973
Loon Conversation in a Northern Forest for Stress Relief,2400064,0,0.556,0.337,0.918,0.000276,0.462,-18.321,0.873,107.57
With You,252120,0,0.134,0.662,0.693,0,0.145,-4.298,0.0698,86.009
Bloodhound,146132,0,0.959,0.284,0.222,0.345,0.119,-13.608,0.038,137.879
Hells Bells,312293,75,0.00532,0.389,0.873,0.0055,0.273,-4.768,0.0475,106.767
I Miss You (feat. Julia Michaels),205747,1,0.245,0.638,0.658,3.77e-06,0.0919,-6.318,0.0456,105.076
Dear God (Sincerely M.O.F.),307026,0,0.303,0.636,0.51,0.12,0.0852,-9.509,0.0462,81.806
love ride,234192,61,0.206,0.55,0.58,1.02e-06,0.119,-7.687,0.0784,82.27
She Will Be Loved,257133,76,0.0596,0.706,0.713,0,0.132,-5.512,0.0301,102.037
The Trooper - 1998 Remastered Version,250973,0,0.0238,0.286,0.856,0.0542,0.487,-6.777,0.0585,162.12
Drinkin' Terms,176262,40,0.287,0.599,0.659,2.06e-06,0.505,-5.241,0.0371,82.002
Superfly - Remastered,233760,0,0.748,0.714,0.507,0.00376,0.102,-13.799,0.171,120.002
From Now On,349560,73,0.00483,0.516,0.518,0.00895,0.585,-10.383,0.04,108.027
Fishin' in the Dark,202786,59,0.198,0.771,0.283,0,0.0888,-16.326,0.0444,77.756
Angola Anthem - 2017 Remaster; Remastered,1058160,0,0.148,0.431,0.693,0.000704,0.138,-14.837,0.0534,141.154
Needle of Death,198485,0,0.954,0.508,0.0807,0.00339,0.111,-21.994,0.0324,93.402
Loan Me a Dime,751920,45,0.309,0.392,0.471,0.0577,0.287,-10.518,0.0377,139.957
Tightrope,234360,69,0.3,0.351,0.331,9.14e-06,0.0919,-10.316,0.0382,161.564
Unknown Brother,239613,0,0.491,0.503,0.555,0.00242,0.114,-7.81,0.0474,83.83
Laat Me / Vivre - Lange Versie,385600,0,0.597,0.658,0.412,2.45e-05,0.156,-9.326,0.0301,80.541
Because He Lives (Amen),199866,54,0.269,0.426,0.767,0,0.0996,-4.521,0.0316,83.97
Kom da Honey,193894,24,0.348,0.52,0.377,0.572,0.132,-13.013,0.249,81.49
"Brahms: Piano Quintet in F Minor, Op. 34a: IV. Finale. Poco sostenuto",646586,18,0.952,0.239,0.195,0.847,0.677,-16.435,0.051,78.672
Pigs (Three Different Ones),685880,60,0.103,0.419,0.575,0.459,0.895,-12.22,0.0897,129.267
Fragments of Self,315306,30,0.473,0.69,0.422,0.63,0.0729,-11.685,0.0507,117.98
ghostin,271466,69,0.418,0.287,0.364,1.8e-05,0.185,-8.295,0.0306,103.777
Nowhere Fast,270226,48,0.000235,0.553,0.754,0.0195,0.144,-6.59,0.0338,150.216
Mr Sandman,147400,0,0.837,0.618,0.294,0,0.0706,-13.03,0.0537,108.527
Good Feeling,248133,59,0.0588,0.706,0.89,0.00286,0.306,-4.444,0.0688,128.011
Come On Eileen,205933,0,0.197,0.41,0.874,0,0.0843,-4.286,0.0907,107.08
We Three,201266,0,0.994,0.427,0.0992,1.23e-05,0.164,-16.6,0.0389,82.175
Barking,202826,70,0.185,0.45,0.465,0,0.0782,-7.867,0.268,70.231
HOME,234177,35,0.0142,0.633,0.799,0,0.194,-4.625,0.0429,142.991
All's Well,145502,51,0.976,0.357,0.0364,0.885,0.106,-26.283,0.0344,109.888
Det Ville Vært En Sensasjon,378404,0,0.717,0.427,0.307,0.000815,0.106,-9.605,0.0299,106.994
First Kill,261399,44,7.73e-06,0.428,0.947,0.59,0.147,-5.068,0.0466,94.5
Luck,220693,54,0.00177,0.554,0.806,0,0.165,-3.463,0.046,144.923
Regret,202613,46,0.012,0.68,0.828,0,0.133,-4.939,0.0743,120.982
I Want It That Way,213000,0,0.161,0.667,0.728,0,0.199,-5.476,0.0272,99.014
Breathe,211773,41,0.0279,0.644,0.753,0.00227,0.108,-4.296,0.0391,117.148
If You Had My Love,266000,64,0.0645,0.68,0.625,5.81e-05,0.109,-7.0,0.0353,94.02
Believe,257306,46,0.000659,0.537,0.736,0.00281,0.15,-4.721,0.0284,113.933
Black Hole Sun,318586,78,0.000217,0.35,0.828,0.000161,0.0774,-5.373,0.041,105.435
Cry Like Kim K (with Lisa Ajax),168812,33,0.231,0.788,0.637,0,0.291,-5.432,0.0887,124.999
Sure Hope You Mean It,220280,31,0.0126,0.689,0.762,0,0.213,-4.371,0.052,103.092
Yeah! (feat. Lil Jon & Ludacris),250373,84,0.0183,0.894,0.791,0,0.0388,-4.699,0.112,105.018
Sound of Walking Away,253333,0,0.075,0.345,0.79,0.000165,0.101,-2.761,0.065,179.849
Both Sides Are Even,304946,0,0.191,0.218,0.585,0.81,0.122,-9.322,0.0305,180.716
Painkiller,365826,66,0.000195,0.435,0.987,0.0847,0.268,-4.667,0.16,103.16
Take A Chance On Me,243933,0,0.173,0.685,0.685,0,0.201,-8.103,0.0254,106.987
The Time of My Life,216146,55,0.0541,0.414,0.578,0,0.124,-6.383,0.0287,154.96
Wherever This Goes,218293,41,0.0417,0.547,0.653,0,0.0727,-4.861,0.0447,86.597
All Too Well,327893,49,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06
Touch My Body,204733,0,0.0996,0.715,0.665,0,0.224,-7.736,0.0502,78.502
Sexual,188888,45,0.0692,0.797,0.567,0,0.0705,-7.503,0.0651,108.024
Live Your Life,338853,78,0.071,0.375,0.862,0,0.211,-3.363,0.255,159.841
Last Hurrah,150333,65,0.175,0.514,0.618,0,0.117,-4.585,0.0317,84.259
Face Down,192000,77,0.000665,0.545,0.932,0,0.127,-2.189,0.0399,92.956
Sporadisk,180261,5,0.215,0.68,0.615,0,0.256,-7.988,0.213,147.117
Better Man,263120,67,0.112,0.514,0.836,0,0.0878,-3.663,0.0381,143.888
One Day,241560,54,0.694,0.15,0.278,0.959,0.107,-16.605,0.039,83.532
The Time (Dirty Bit),307640,72,0.0662,0.816,0.813,2.77e-06,0.602,-7.798,0.0664,127.979
I Never Got To Say Goodbye,459120,9,0.0165,0.179,0.569,0.0898,0.135,-8.407,0.0417,114.932
"I Love You, Honeybear",278920,0,0.297,0.189,0.724,0.00387,0.0687,-5.88,0.0582,210.108
Started From the Bottom,174133,0,0.0328,0.794,0.522,0,0.156,-7.829,0.159,86.318
Don't Phunk With My Heart,239773,56,0.00933,0.689,0.929,0,0.548,-2.76,0.0608,130.899
Paint Yourself,205040,0,0.263,0.376,0.912,0.000116,0.261,-6.01,0.0664,98.111
Two of Us,217855,58,0.226,0.614,0.605,0,0.124,-5.411,0.0321,127.107
Looking For Your Name,293946,40,0.753,0.22,0.279,0,0.127,-11.179,0.0341,74.026
War Paint,200570,30,0.271,0.761,0.433,7.99e-05,0.0983,-8.821,0.0374,116.002
9 Crimes,217946,62,0.913,0.346,0.139,7.73e-05,0.0934,-15.326,0.0321,136.168
Samson,189506,51,0.862,0.49,0.193,9.74e-06,0.113,-9.544,0.0421,89.154
California Gurls,234653,69,0.0038,0.788,0.753,0,0.18,-3.71,0.0536,125.005
I Like You,138517,0,0.343,0.657,0.356,1.27e-06,0.11,-11.808,0.0362,78.914
The Imitation Game,157026,60,0.438,0.318,0.308,0.889,0.109,-13.676,0.0285,103.925
Paper Trails,289840,37,0.764,0.952,0.435,0.899,0.131,-13.601,0.072,113.243
Revolutionary,191053,14,3.23e-05,0.514,0.661,0.0842,0.0709,-6.305,0.0262,89.996
Ain't My Fault - R3hab Remix,158772,64,0.0156,0.67,0.847,0,0.22,-3.723,0.043,150.109
No Air (feat. Chris Brown),264373,0,0.0521,0.466,0.759,0,0.0587,-4.978,0.199,160.033
Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,52,0.0375,0.746,0.877,0.000833,0.233,-3.782,0.0666,107.985
Photograph,258920,52,0.000932,0.515,0.876,0.000166,0.136,-3.756,0.0292,145.916
Sebi,198800,39,0.181,0.779,0.649,0.0201,0.155,-6.938,0.0442,107.915
The Reeling,287906,52,0.000356,0.597,0.777,0.00113,0.169,-5.638,0.0668,111.999
Snap Out Of It,193030,0,0.249,0.728,0.638,0,0.116,-6.455,0.0336,130.014
Drunk on Your Love,173960,62,0.414,0.443,0.831,0,0.204,-5.606,0.0616,182.064
Billionaire (feat. Bruno Mars),209720,48,0.266,0.597,0.752,0,0.124,-4.611,0.253,86.685
The Adventures Of Greggery Peccary,1254413,19,0.394,0.494,0.669,0.000631,0.271,-10.68,0.129,125.24
I Depend on You,205200,41,0.328,0.854,0.846,0.000173,0.0876,-4.344,0.184,101.995
Love Story - US Album Version,235266,0,0.17,0.618,0.741,0,0.0822,-3.95,0.031,118.984
Nice For What,210925,1,0.0934,0.567,0.913,0.000124,0.114,-6.471,0.0736,93.35
Fuck You,222933,69,0.129,0.69,0.834,0,0.136,-5.79,0.0566,127.43
Dungeon Sound,232680,0,0.00388,0.781,0.674,0.0568,0.0981,-6.266,0.0743,203.849
September,215093,0,0.168,0.697,0.832,0.00131,0.269,-7.264,0.0298,125.926
Hjerteknuser,259120,0,0.627,0.576,0.438,0,0.161,-7.787,0.0249,139.985
Hurt,240533,28,0.000235,0.454,0.832,1.47e-06,0.118,-4.689,0.041,139.982
Who Can I Turn To (When Nobody Needs Me),175626,10,0.926,0.229,0.265,1.76e-05,0.0511,-10.609,0.0311,104.745
Change,217293,37,0.00722,0.414,0.887,0.0131,0.689,-5.116,0.0769,121.752
San Francisco,173093,0,0.0169,0.304,0.87,0,0.0779,-4.242,0.0571,93.204
Is There Somewhere,211669,0,0.133,0.52,0.527,0.000412,0.0872,-7.603,0.043,130.047
Faint,162600,57,0.111,0.554,0.978,0,0.0731,-3.554,0.131,135.095
Mr. Pitiful,162159,17,0.0544,0.806,0.489,2.88e-05,0.0696,-12.898,0.104,123.753
Wake Me Up - Radio Edit,247426,1,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08
"Young, Wild & Free (feat. Bruno Mars)",207346,71,0.0897,0.553,0.652,0,0.111,-6.685,0.206,94.505
Enter The Ninja,307813,0,0.0688,0.687,0.783,0,0.112,-5.691,0.0844,152.02
Gimme! Gimme! Gimme! (A Man After Midnight),294346,0,0.0162,0.744,0.495,0.00825,0.177,-9.615,0.0402,119.541
What Lovers Do (feat. SZA),199849,53,0.0788,0.799,0.597,5.66e-06,0.1,-5.131,0.0611,110.001
The Currents,204012,50,0.0686,0.581,0.739,1.18e-06,0.0601,-4.762,0.0504,155.051
"Stripped, Raped, And Strangled",206120,48,2.19e-05,0.256,0.952,0.587,0.135,-8.631,0.103,144.481
Dreams - 2004 Remaster,257800,85,0.0644,0.828,0.492,0.00428,0.128,-9.744,0.0276,120.151
We Belong Together,201400,71,0.0339,0.837,0.462,0,0.09,-7.89,0.0601,139.986
Won't Go Home Without You,231173,0,0.0149,0.737,0.615,0,0.102,-3.76,0.0317,110.023
White Walls (feat. ScHoolboy Q & Hollis),220319,0,0.0541,0.767,0.782,0,0.338,-5.545,0.14,116.491
Intoxicated,227600,44,2.99e-05,0.43,0.883,0,0.123,-3.509,0.0439,85.927
Lucky Man - Remastered,289786,42,0.3,0.402,0.658,0.000166,0.114,-7.541,0.0302,76.012
White Wedding - Pt. 1,252200,72,0.0133,0.673,0.814,0.00293,0.343,-5.411,0.0367,147.193
Almost Love,212360,54,0.111,0.81,0.759,4.73e-06,0.0919,-3.029,0.0376,104.993
I'm Your Captain/Closer To Home - Remastered 2002,599680,40,0.0945,0.327,0.658,0.0055,0.101,-5.624,0.0321,93.441
Everything I Am Is Yours,210013,0,0.67,0.873,0.505,0.269,0.136,-11.147,0.0308,110.007
Heartline,192880,0,0.326,0.758,0.779,0,0.178,-3.531,0.0433,106.966
