name,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Can I Sit Next to You Girl,251373,48,0.0452,0.568,0.746,0.0587,0.0924,-5.844,0.101,134.987
Babel,208933,30,0.0235,0.372,0.819,0.000172,0.0788,-5.949,0.0578,80.799
I Lived It,219600,56,0.476,0.557,0.571,0.00114,0.101,-8.106,0.0281,80.981
Let's Groove,339320,81,0.121,0.869,0.648,2.17e-05,0.126,-8.698,0.0633,125.035
You're The One,266933,65,0.0125,0.553,0.807,0.00222,0.302,-5.805,0.0428,151.916
Empty Handed,289920,20,0.00341,0.469,0.807,0.0232,0.144,-5.709,0.0301,154.212
Doo Wop (That Thing) - Edit,240666,59,0.00867,0.795,0.56,0,0.226,-8.908,0.0659,99.922
Do It,258502,0,0.0642,0.818,0.858,0.256,0.256,-4.219,0.0398,119.605
friday night,329120,0,0.712,0.493,0.0376,0.0157,0.0683,-19.821,0.0658,197.167
I'll Be Your Man,140933,0,0.43,0.597,0.729,0.000281,0.167,-3.35,0.0327,120.086
"Mountain Jam (Theme From “First There Is A Mountain”) - Live At The Fillmore East, March 12 & 13, 1971",2023315,37,0.168,0.323,0.542,0.871,0.659,-14.436,0.0397,156.279
No One,253813,0,0.03,0.649,0.552,6.47e-06,0.111,-5.419,0.0292,89.969
Mission Impossible (feat. Lindsey Stirling),225120,38,0.186,0.566,0.614,0.825,0.0693,-7.967,0.0497,99.918
Sober Up,218763,0,0.282,0.651,0.568,0,0.0862,-6.774,0.0275,93.006
Classic Man (feat. Roman GianArthur),226000,61,0.185,0.79,0.585,0,0.292,-6.058,0.0348,94.072
Summer Jam (feat. Florida Georgia Line) (feat. Florida Georgia Line),220266,43,0.0261,0.51,0.96,0,0.132,-4.458,0.0433,80.0
No Fear,169853,64,0.387,0.614,0.682,0,0.134,-4.117,0.102,100.202
Over Now,246986,69,0.139,0.569,0.777,0,0.132,-4.041,0.0834,164.027
Mind Mischief,271880,0,0.0715,0.254,0.937,0.00326,0.374,-3.175,0.0539,161.483
First Day Out,254693,39,0.173,0.587,0.712,0,0.126,-6.312,0.414,97.991
Payphone,231386,76,0.0136,0.739,0.756,0,0.37,-4.828,0.0394,110.028
Fitzpleasure,219400,62,0.134,0.582,0.604,0.000957,0.102,-6.962,0.0493,143.952
The Boys of Fall,391853,55,0.227,0.503,0.648,0.00124,0.378,-6.243,0.027,147.942
Snakes,197957,31,0.0582,0.635,0.812,0,0.135,-4.724,0.0362,137.976
Do It Right,213211,0,0.0663,0.813,0.777,0.0421,0.0785,-4.355,0.0828,125.065
Finesse - Remix; feat. Cardi B,217288,76,0.0185,0.704,0.859,0,0.0215,-4.877,0.0996,105.115
679 (feat. Remy Boyz),196693,77,0.00256,0.618,0.717,0,0.625,-5.738,0.318,190.05
Wop (Official Version),230626,57,0.00968,0.836,0.817,0,0.114,-5.672,0.0677,112.007
Master Song,358320,43,0.854,0.341,0.277,0.00413,0.116,-16.412,0.0405,81.86
Jungle (Radio Edit),237567,0,0.178,0.541,0.718,0,0.0956,-5.544,0.0295,146.037
Kojack,375861,0,0.000662,0.799,0.675,0.873,0.0851,-9.235,0.0698,127.99
Playing God,182800,61,0.00105,0.583,0.96,2.97e-05,0.0801,-3.597,0.0511,137.991
bloodline,216893,70,0.0815,0.758,0.665,0.000157,0.216,-5.188,0.0774,151.976
Head Over Heels / Broken,302120,60,0.188,0.298,0.704,0.000488,0.777,-9.905,0.0366,95.023
Utopia,258026,0,0.00316,0.433,0.667,0.018,0.0658,-6.431,0.0263,91.017
Little Things,264293,0,0.000201,0.368,0.902,0,0.14,-5.524,0.0661,112.64
That Ain't My Truck,243106,63,0.232,0.64,0.788,0,0.144,-9.012,0.035,128.961
Walk It Talk It,276147,77,0.0876,0.907,0.633,2.6e-06,0.106,-5.145,0.184,145.914
M.I.A.,183973,45,0.145,0.904,0.586,0,0.0653,-6.04,0.136,104.964
Mama,184133,63,0.102,0.737,0.792,0,0.0532,-4.117,0.0416,104.012
Boom Boom Pow,251440,71,0.13,0.867,0.857,0.00171,0.13,-5.892,0.0663,130.048
Someday - Remastered,243333,58,0.0108,0.743,0.67,0.0702,0.22,-4.547,0.0293,110.832
Yeah,230706,0,0.00647,0.414,0.843,1.52e-05,0.194,-4.638,0.0531,165.713
If You're Gone - 2007 Remaster,274293,35,0.507,0.399,0.681,1.23e-06,0.102,-6.457,0.031,109.716
I Was Wrong,216386,35,0.204,0.826,0.502,0.0601,0.102,-9.361,0.0349,118.015
Killing Me Softly With His Song,298773,78,0.0279,0.765,0.29,0,0.571,-17.117,0.139,92.409
Unaware,349493,0,0.263,0.519,0.567,0.000144,0.116,-8.507,0.0491,116.967
lovely (with Khalid),200185,88,0.934,0.351,0.296,0,0.095,-10.109,0.0333,115.284
On Top Of The World,189840,59,0.0893,0.635,0.926,4.53e-06,0.0928,-5.589,0.151,100.048
Dust to Dust,229653,51,0.745,0.747,0.265,0.0169,0.11,-14.141,0.0354,138.017
Maps,189960,84,0.0205,0.742,0.713,0,0.059,-5.522,0.0303,120.032
Green Heart,163080,31,4.65e-05,0.443,0.994,0,0.441,-3.059,0.115,123.003
Shout,270133,0,0.55,0.448,0.825,0,0.933,-6.881,0.068,137.297
I Wanna Talk About Me,183960,0,0.159,0.76,0.857,0,0.105,-5.141,0.0548,106.024
Swingin Party,238346,33,0.0426,0.81,0.685,0.348,0.0928,-8.671,0.0412,109.949
S.L.U.T.,179146,70,0.0598,0.722,0.773,0,0.179,-4.378,0.0792,94.997
One For The Road,206051,0,0.212,0.415,0.668,0.0615,0.27,-6.849,0.036,180.048
All You've Ever Wanted,241746,44,0.195,0.522,0.857,0,0.204,-6.511,0.0384,157.878
Chamber Of Reflection,231723,7,0.263,0.537,0.558,0.91,0.102,-8.678,0.0929,131.037
All My Days,297120,0,0.819,0.421,0.426,0.727,0.0847,-11.011,0.0313,88.537
Before He Cheats,199946,78,0.271,0.519,0.749,0,0.119,-3.318,0.0405,147.905
1973,280026,70,0.0652,0.72,0.668,0.00664,0.0789,-7.928,0.0269,123.007
Where Is The Love?,272533,75,0.101,0.835,0.687,0,0.132,-3.18,0.184,94.059
Mr. Almost (feat. Shy Carter),196240,48,0.0217,0.802,0.637,0,0.0473,-6.847,0.0609,105.018
Two Weeks,243160,73,0.289,0.537,0.712,0.00568,0.08,-5.597,0.0286,159.871
I Know Somebody,197829,56,0.0356,0.505,0.903,0,0.127,-3.699,0.037,88.986
A Million Dreams,269453,75,0.243,0.265,0.312,0,0.0893,-11.689,0.0569,54.747
Kind Of Love,202423,54,0.0665,0.679,0.825,0,0.128,-3.759,0.044,119.946
Mo Bamba,180897,0,0.268,0.738,0.629,0.00114,0.163,-4.882,0.0495,146.067
4 Chords,348533,47,0.8,0.479,0.433,0,0.14,-5.694,0.0333,120.444
Closing Time,273533,0,0.0204,0.481,0.865,1.24e-06,0.17,-5.498,0.0283,92.086
The Handler,273760,57,0.000143,0.47,0.925,0.0417,0.449,-4.181,0.047,130.009
Pretend We're Dead,235093,61,5.62e-06,0.569,0.789,0.642,0.0811,-8.559,0.0309,115.152
Barbossa Is Hungry,246120,49,0.0709,0.259,0.532,0.934,0.107,-8.953,0.038,133.864
All My Love - Remaster,353720,65,0.113,0.554,0.791,1.76e-05,0.166,-8.326,0.0288,91.108
In My Feelings,217925,78,0.0589,0.835,0.626,6e-05,0.396,-5.833,0.125,91.03
Little Bad Girl (feat. Taio Cruz & Ludacris),192275,61,0.00572,0.668,0.829,0,0.358,-2.748,0.0334,127.0
The Adventures of Rain Dance Maggie,282400,68,0.00112,0.683,0.734,0.0139,0.258,-4.523,0.029,106.254
Dear John,403920,56,0.166,0.589,0.47,1.45e-06,0.112,-5.32,0.028,119.386
Start of Something New,196773,63,0.283,0.665,0.754,0,0.114,-6.437,0.0305,103.989
Lips Are Movin,182666,73,0.0506,0.775,0.825,1.03e-06,0.111,-5.402,0.0464,139.091
Pumped Up Kicks,239600,85,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975
Come Home,171625,0,0.107,0.267,0.38,0.00976,0.125,-9.771,0.032,73.382
ME! (feat. Brendon Urie of Panic! At The Disco),193040,1,0.0291,0.614,0.839,0,0.112,-4.143,0.0702,182.123
Blue,198530,25,0.661,0.46,0.662,0.0142,0.111,-7.224,0.0426,139.959
I Wish You Would,207440,59,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035
Faith,162720,55,0.105,0.734,0.87,2.65e-06,0.0579,-4.16,0.167,158.124
Impossible,235071,0,0.589,0.719,0.46,0.308,0.113,-9.805,0.0337,118.302
Sorry Not Sorry,203760,1,0.0223,0.702,0.635,0,0.283,-6.917,0.265,144.004
Soak Up The Sun,292306,63,0.0398,0.717,0.733,0,0.136,-4.985,0.0427,119.996
Default,187480,0,0.0057,0.745,0.876,1.09e-06,0.147,-5.655,0.0285,115.978
Collide - Chris Lord-Alge Mix aka Radio Edit,247706,51,0.264,0.56,0.761,4.38e-06,0.123,-7.407,0.0321,93.982
It Started With a Whisper,178097,7,6.29e-05,0.486,0.834,0.00044,0.209,-7.491,0.0341,77.5
I Bet My Life,192706,63,0.335,0.553,0.657,0.000648,0.228,-8.219,0.0405,107.889
The Buzz,221786,0,0.334,0.726,0.583,0.00135,0.122,-6.434,0.23,140.943
The Devil Went Down to Georgia,214866,70,0.155,0.523,0.626,0,0.0869,-9.425,0.0523,134.127
Flower,181297,44,0.43,0.744,0.621,0.000169,0.114,-7.661,0.0547,77.605
Melody Noir,194000,39,0.851,0.65,0.315,0.000261,0.123,-13.781,0.0388,125.231
Never Forget You,213427,0,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992
Old Thing Back (feat. Ja Rule and Ralph Tresvant),321649,69,0.194,0.805,0.858,7.89e-06,0.256,-3.067,0.105,97.033
"Young, Wild & Free (feat. Bruno Mars)",207333,80,0.0525,0.715,0.655,0,0.115,-6.425,0.137,95.078
Californication,329733,63,0.0021,0.592,0.767,0.00165,0.127,-2.788,0.027,96.483
Gloria,289853,66,0.107,0.776,0.743,0.293,0.149,-6.807,0.0289,131.343
€PA,224320,0,0.149,0.698,0.567,0,0.111,-10.276,0.359,86.964
Gorgeous,197040,48,0.0185,0.514,0.827,0,0.192,-4.19,0.1,91.201
The Outsider,246000,64,0.000111,0.328,0.843,0.801,0.0496,-6.644,0.0887,113.329
Killing In The Name,313573,80,0.0266,0.466,0.833,0,0.0327,-4.215,0.304,88.785
HUMBLE.,177000,85,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,150.011
Devoted,232720,29,0.000118,0.279,0.802,0.52,0.0561,-6.225,0.0543,176.075
Ultralife,211573,49,0.235,0.442,0.782,0.0055,0.195,-4.255,0.0477,95.148
To Sheila,286360,0,0.786,0.471,0.148,0.000901,0.106,-17.902,0.0355,109.836
Breathe,207629,61,0.0234,0.722,0.744,0.000157,0.143,-5.52,0.0363,125.985
Come With Me (An Arctic Funk Mix),353066,0,0.0162,0.642,0.624,0.853,0.0838,-10.071,0.0348,107.011
Take This Life,215200,4,2.91e-06,0.453,0.994,0.53,0.161,-4.718,0.155,119.972
Simple As This,199453,58,0.623,0.612,0.578,0,0.0983,-8.092,0.025,96.985
Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack,214906,54,0.141,0.743,0.846,1.28e-06,0.394,-4.602,0.0332,138.048
"Solar Sailer - From ""TRON: Legacy""/Score",162120,55,0.852,0.179,0.167,0.748,0.106,-23.408,0.0394,124.266
Løkkeskrift,480440,0,0.351,0.593,0.421,0.923,0.0969,-11.452,0.0314,94.981
By Your Side,241826,56,0.0649,0.454,0.7,1.1e-06,0.115,-6.222,0.0264,130.09
Black Pearl,199320,0,0.16,0.709,0.646,0.000176,0.0779,-6.596,0.052,100.031
24 Frames,193613,50,0.156,0.568,0.527,0,0.136,-10.206,0.0249,104.93
I'd Love to Change the World - Matstubs Remix,189985,0,0.0632,0.435,0.795,0.014,0.063,-5.176,0.111,139.873
Teenage Dream,227760,70,0.0132,0.719,0.804,3.02e-06,0.139,-4.581,0.0355,119.999
The Beautiful People,222773,52,0.00423,0.609,0.95,0.06,0.0433,-4.898,0.116,144.017
Drumming Song,223826,25,0.00152,0.442,0.812,0.000856,0.0969,-4.803,0.0525,200.115
Girlfriend,220000,52,0.00901,0.529,0.714,6.26e-06,0.0772,-6.315,0.031,120.598
South of the River,269815,42,0.0957,0.845,0.57,0.414,0.0813,-8.441,0.0802,113.003
Nobody To Love - Radio Edit,189720,0,0.000528,0.443,0.918,5.39e-06,0.128,-3.299,0.0453,175.033
Sweet Crazy Love,209083,54,0.0402,0.548,0.857,0,0.0849,-4.411,0.112,111.948
Only Love,276706,0,0.0456,0.286,0.274,0.000581,0.101,-9.618,0.0307,160.031
Ritual (feat. Wrabel),237472,58,0.00848,0.561,0.946,2.05e-05,0.0635,-0.899,0.128,109.891
MIC Drop (Steve Aoki Remix) [Full Length Edition],307675,36,0.0114,0.606,0.848,1.06e-06,0.206,-3.952,0.184,170.01
Iron,187466,0,0.289,0.643,0.729,0.811,0.0986,-5.788,0.0538,130.109
iSpy (feat. Lil Yachty),253106,74,0.378,0.746,0.653,0,0.229,-6.745,0.289,75.016
Elvira,225626,62,0.188,0.825,0.285,0.00131,0.0539,-17.491,0.0326,126.946
You Make Me Feel so Young,185693,30,0.702,0.508,0.537,0,0.362,-4.732,0.0441,129.865
Redemption Song,227840,0,0.585,0.666,0.259,0,0.079,-10.721,0.04,116.082
Nothing It Can,287520,45,0.779,0.181,0.245,0.899,0.0681,-12.333,0.0389,109.007
Ingenting blir det samme men samme for meg,246106,0,0.127,0.669,0.438,3.56e-05,0.128,-11.689,0.15,89.962
Something Different - Boehm Remix,198009,20,0.064,0.722,0.652,0,0.213,-6.821,0.177,105.05
God Bless The Child,238066,0,0.961,0.491,0.194,0,0.105,-11.441,0.0365,98.475
Toes - Greatest Hits Version,261346,0,0.754,0.792,0.723,0,0.0929,-5.869,0.0382,129.999
Consequence,313226,0,0.0462,0.655,0.338,0.748,0.116,-9.472,0.0258,96.952
We Could Be so Good Together,143266,38,0.158,0.505,0.359,0,0.102,-13.028,0.0422,143.439
Burn My Shadow,295546,18,0.0217,0.295,0.812,0.0164,0.151,-7.28,0.0973,193.985
Far Away,238173,50,0.000681,0.518,0.797,0,0.107,-5.153,0.0309,132.918
Nothing Really Ends,329693,52,0.195,0.637,0.471,0.0169,0.0969,-11.18,0.0284,118.97
500 Miles,262240,57,0.548,0.534,0.732,4.91e-05,0.0845,-7.29,0.0404,74.799
Lemon to a Knife Fight,205821,59,0.000889,0.557,0.849,0,0.0944,-3.58,0.0444,149.994
Feliz Navidad - Recorded at Spotify Studios NYC,148085,44,0.225,0.725,0.58,0,0.0779,-5.422,0.0433,133.974
Luna,190866,0,0.0306,0.579,0.917,0.000579,0.143,-5.4,0.048,121.989
Yours If You Want It,206826,58,0.0103,0.554,0.903,0,0.107,-3.152,0.0515,112.998
Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,0,0.055,0.666,0.876,0,0.259,-3.078,0.0414,129.884
My Calling,236400,50,0.188,0.697,0.666,1.73e-06,0.126,-5.123,0.0538,98.013
That's My Kind Of Night,190186,72,0.0571,0.661,0.751,0,0.105,-2.909,0.0481,109.995
Brown Eyed Girl,183306,80,0.185,0.491,0.583,0,0.406,-10.964,0.0376,150.566
Don't Look Back in Anger,287826,0,0.0303,0.349,0.913,8.06e-06,0.12,-3.603,0.0691,164.005
Everything,367160,53,0.0931,0.13,0.365,0.0721,0.102,-8.393,0.0313,181.345
Where It's At,204186,61,0.0142,0.557,0.737,0,0.314,-5.75,0.0476,158.05
99 Red Ballons,233453,19,0.0708,0.505,0.617,3.15e-06,0.105,-4.248,0.0809,191.756
Runaway Train,265866,72,0.0132,0.613,0.72,0,0.104,-7.957,0.0425,117.341
Dream A Little Dream (Glee Cast Version),198906,0,0.513,0.55,0.463,0,0.143,-8.428,0.0405,132.047
How Can You Swallow So Much Sleep,210213,0,0.396,0.517,0.827,0.188,0.105,-6.616,0.0467,119.987
American Pie,516893,78,0.699,0.531,0.481,0,0.0842,-11.709,0.06,138.45
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160,72,0.0111,0.722,0.758,0,0.308,-4.477,0.0471,128.047
Despacito - Remix,228826,2,0.229,0.694,0.815,0,0.0924,-4.328,0.12,88.931
Something New,302778,0,0.83,0.554,0.304,0.648,0.157,-12.219,0.0291,130.214
Don't Look To The Eyes Of A Stranger,483640,0,0.0416,0.348,0.8,0.022,0.0832,-5.197,0.0556,152.594
Stay,240706,69,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.893
Mayberry,272986,54,0.302,0.635,0.852,0,0.149,-4.243,0.0375,88.028
God's Plan,198960,1,0.0309,0.758,0.448,8.67e-05,0.558,-9.441,0.103,77.176
Nothing But the Blood,209325,30,0.809,0.447,0.24,0.00397,0.122,-14.471,0.0296,81.341
Bad Moon Rising,141600,0,0.0599,0.647,0.762,3.35e-06,0.0705,-5.856,0.0287,89.837
The Way I Are,179120,82,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759
Maybe,184826,32,0.992,0.376,0.0696,0.76,0.101,-19.733,0.0299,92.235
Mr. Mom,208693,63,0.0576,0.505,0.842,0,0.111,-3.316,0.0475,172.136
Alone - Lost Frequencies Remix,403986,38,0.0202,0.65,0.718,0.43,0.141,-8.031,0.047,120.968
I And Love And You,300840,64,0.831,0.424,0.264,7.08e-05,0.0763,-9.984,0.0298,139.593
Blame,175880,35,0.00101,0.47,0.749,0,0.308,-3.993,0.0324,85.046
Klappjakt,186486,0,0.05,0.683,0.838,0.0186,0.155,-7.211,0.195,170.375
Blue (Da Ba Dee) - Extended Remix,286666,0,0.236,0.824,0.978,0.000718,0.393,-9.244,0.0616,127.997
Valerie - '68 Version,239906,0,0.0186,0.673,0.826,0.000301,0.0894,-4.28,0.032,100.626
Any Ol' Barstool,203293,64,0.312,0.536,0.722,0,0.117,-4.163,0.0284,143.78
Shut Up and Dance,199080,84,0.00701,0.578,0.866,0,0.257,-3.804,0.0619,128.038
Rock Your Body,267266,78,0.201,0.892,0.714,0.000234,0.0521,-6.055,0.141,100.972
Drop,211253,1,0.772,0.376,0.652,0,0.057,-6.076,0.0575,130.824
You Know You Like It,247266,72,0.0141,0.407,0.725,2.46e-06,0.306,-5.346,0.188,196.093
This Is What You Came For (feat. Rihanna),222160,82,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962
Fortress,915000,0,0.873,0.244,0.232,0.959,0.239,-18.739,0.0339,82.479
Sommerkroppen,159447,47,0.191,0.751,0.624,0,0.382,-6.231,0.146,179.853
Cecilia And The Satellite,223879,64,0.0131,0.381,0.844,0,0.318,-7.123,0.144,194.0
Dancing in the Moonlight (feat. NEIMY),164009,64,0.27,0.659,0.617,0,0.187,-5.862,0.0649,119.858
Brother (feat. Gavin DeGraw),208205,65,0.135,0.526,0.803,0,0.119,-3.989,0.127,157.887
Would You Ever,234285,63,0.0079,0.653,0.91,0,0.318,-3.36,0.0566,126.047
Rio - 2009 Remaster,337333,64,0.0415,0.544,0.873,1.82e-05,0.0925,-7.425,0.0525,140.902
"Footloose - From ""Footloose"" Soundtrack",226826,72,0.0984,0.583,0.905,0.00019,0.0593,-6.132,0.0733,173.982
Parallel Lives - Acoustic,242773,0,0.846,0.525,0.455,0.00268,0.0924,-9.88,0.0327,171.71
All Time Low,217603,71,0.0584,0.617,0.567,0,0.0933,-4.188,0.0828,90.246
Circles,274668,0,0.661,0.353,0.495,1.05e-05,0.0923,-6.722,0.0364,132.638
Can't Deny My Love,222413,0,0.0477,0.635,0.86,0.000323,0.111,-3.975,0.0586,109.448
The Metal,165960,18,0.00301,0.613,0.93,0.00119,0.535,-4.116,0.131,112.213
Daft Punk Is Playing at My House,314556,61,0.0222,0.92,0.914,7.62e-05,0.114,-4.555,0.0444,135.923
In Case You Didn't Know,224853,76,0.386,0.607,0.536,0,0.102,-7.306,0.0305,147.986
God's Not Dead (Like A Lion),258453,64,0.000479,0.516,0.905,0,0.198,-5.613,0.0399,129.999
BTK,416053,0,3.12e-05,0.295,0.97,0.763,0.331,-5.476,0.0825,109.104
Just Like Honey,183493,41,0.000231,0.321,0.437,0.0252,0.0836,-15.836,0.0447,122.74
Purpose,210160,0,0.9,0.481,0.285,0,0.123,-10.848,0.0424,130.029
All To Myself,169612,56,0.23,0.651,0.782,0,0.139,-4.622,0.0303,94.94
Too Shy,221520,61,0.127,0.702,0.871,4.18e-05,0.0819,-6.728,0.0926,107.982
The Driver,261106,0,0.0492,0.499,0.597,0.00248,0.242,-5.265,0.0263,85.879
Glorious Day (Living He Loved Me),280880,55,0.0589,0.522,0.592,0,0.11,-4.287,0.0255,79.026
Search Party,228584,33,0.545,0.648,0.788,1.23e-05,0.087,-4.386,0.0358,128.023
Power Over Me,206960,0,0.0519,0.42,0.843,0,0.106,-4.231,0.121,173.827
Call My Name,213773,46,0.000234,0.576,0.981,0.00301,0.126,-5.659,0.0969,115.015
A Gallant Gentleman,364986,50,0.401,0.351,0.159,0.955,0.0961,-13.163,0.0349,110.061
Prayer in C - Robin Schulz Radio Edit,189399,68,0.0219,0.76,0.886,7.43e-06,0.623,-5.356,0.0258,123.002
Rockin' Around The Christmas Tree - Single Version,124693,0,0.67,0.572,0.479,0,0.5,-8.686,0.0639,68.536
Hot Skin - Radio Edit,209385,0,0.00849,0.772,0.616,0.00116,0.0761,-7.701,0.0394,120.012
Pop Princess,258293,44,9.06e-05,0.493,0.935,1.05e-05,0.314,-2.251,0.0591,149.006
Hold On,198853,0,0.484,0.608,0.448,0,0.0804,-9.572,0.0513,120.084
Santa Baby,211240,1,0.969,0.722,0.0767,1.48e-06,0.127,-16.467,0.0551,84.854
Natalie,274826,0,0.128,0.563,0.432,0.00281,0.112,-11.43,0.0264,106.02
Mercury,225840,36,0.0119,0.458,0.841,9.03e-05,0.406,-5.486,0.0661,80.958
I Dare You To Move,247904,33,0.00624,0.432,0.882,0.072,0.312,-4.441,0.0395,139.983
Ordinary World,182893,55,0.895,0.412,0.226,7.74e-05,0.0871,-12.377,0.0323,168.139
Cold As You,239013,54,0.217,0.418,0.482,0,0.123,-5.769,0.0266,175.558
My Love,262000,0,0.00014,0.818,0.595,0.575,0.0612,-7.644,0.0515,119.99
Loving Someone,260426,51,0.0572,0.583,0.654,0.00116,0.133,-6.89,0.0472,90.021
F.O.D.,170759,52,0.0341,0.404,0.322,2.31e-05,0.123,-10.904,0.0582,82.2
Jailhouse Rock,146480,69,0.41,0.647,0.582,1.93e-06,0.0715,-9.538,0.0755,167.396
Feels Like We Only Go Backwards,192960,0,0.0277,0.303,0.9,0.635,0.11,-2.352,0.0574,149.508
You're Not Sorry,261786,49,0.146,0.475,0.452,1.36e-06,0.108,-4.134,0.027,133.959
Fanga i en drøm,219493,0,0.0261,0.627,0.683,4.78e-06,0.0543,-8.224,0.0693,119.948
Bo Peep Bo Peep,225040,50,0.00974,0.824,0.95,0.000118,0.199,-4.163,0.0308,128.031
Black Beatles,291893,0,0.158,0.794,0.647,0,0.139,-6.232,0.0628,145.945
Alleyways,267853,64,0.00102,0.622,0.831,0.803,0.119,-4.819,0.0273,101.03
Elevate,308360,47,0.00767,0.541,0.982,0.000765,0.291,-4.908,0.107,104.03
Find Your Way Back,224133,24,0.000879,0.422,0.909,0.0187,0.143,-4.35,0.0407,188.301
Fool You’ve Landed,221099,0,0.0388,0.589,0.852,0.000248,0.286,-4.839,0.0308,153.048
Your Man,211893,73,0.337,0.744,0.637,0.000222,0.0696,-4.483,0.0241,100.511
Bailando por Ahi,180453,59,0.0427,0.73,0.732,2.22e-06,0.262,-5.167,0.051,129.974
"Lose Yourself - From ""8 Mile"" Soundtrack",326466,55,0.00868,0.692,0.744,0.000423,0.359,-4.565,0.257,171.374
Harry Potter and the Philospher's Stone - Harry's Wonderful World,314613,0,0.958,0.264,0.303,0.905,0.226,-12.487,0.0314,103.209
Time Warp,199366,60,0.145,0.387,0.665,0.00167,0.092,-11.323,0.225,174.896
Puzzle Pieces,231386,52,0.117,0.537,0.89,2.05e-05,0.279,-5.191,0.0488,114.088
Aerials,345741,30,7.47e-05,0.453,0.615,0.245,0.0799,-6.631,0.0292,130.02
Bleeding Out,221053,51,0.0195,0.299,0.754,1.3e-06,0.103,-4.078,0.0732,169.373
Quicksand,246200,33,0.000263,0.343,0.9,0.000674,0.0325,-5.754,0.0633,166.116
Now We Are Free,254293,61,0.579,0.328,0.219,0.0991,0.104,-18.595,0.0337,138.022
"Hello, Goodbye - Remastered 2009",208840,66,0.306,0.479,0.733,2.4e-05,0.414,-8.753,0.0256,99.307
More - RedOne Jimmy Joker Remix,219986,69,0.00166,0.551,0.893,0,0.348,-2.628,0.0543,125.083
Swallow (Filthy Victorian Mix By Perfidious Words),307346,11,0.00294,0.549,0.741,0.0104,0.044,-7.988,0.0352,165.941
We Didn't Start the Fire,287733,76,0.0771,0.712,0.967,0,0.356,-5.206,0.047,145.024
Arrival of the Birds,158346,53,0.944,0.39,0.123,0.918,0.0915,-17.706,0.0394,129.947
Ruby Blue,191118,43,0.97,0.286,0.222,1.33e-06,0.111,-11.683,0.0581,205.726
Affection,311000,60,0.497,0.415,0.425,0.908,0.105,-11.232,0.025,89.839
Ultraviolence - Hook N Sling Remix,329003,0,0.0023,0.688,0.857,0.0047,0.71,-5.557,0.044,128.006
Never Let Me Down Again,287960,0,0.282,0.599,0.718,0.0481,0.692,-12.563,0.0287,106.082
Barton Hollow,205773,0,0.123,0.403,0.659,0,0.0857,-7.338,0.0303,90.854
Down On The Corner - Jam With Booker T.,168053,37,0.529,0.804,0.595,0.785,0.0649,-6.799,0.0937,107.086
Black Dog - 1990 Remaster,294000,0,0.274,0.432,0.848,0.0344,0.233,-8.095,0.0878,81.201
Black Label,292293,47,4.6e-05,0.297,0.962,0.855,0.329,-4.333,0.0775,90.503
It Wasn't Me,227546,63,0.0503,0.852,0.604,0,0.327,-4.569,0.0642,94.762
Cuanto Duele,214266,40,0.0664,0.794,0.746,0,0.0981,-5.162,0.0343,129.017
Stranger / Lover,251420,0,0.005,0.583,0.457,0.0227,0.0971,-7.634,0.0374,180.144
Through the Storm,1008221,0,0.812,0.331,0.153,0.957,0.112,-20.67,0.0397,119.977
Daylight Dancer,230333,36,9.89e-05,0.46,0.874,0.231,0.0405,-3.299,0.0298,110.146
"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny",271405,61,0.877,0.549,0.177,0.0056,0.681,-15.09,0.0363,113.379
Shoot to Thrill,317426,74,0.000239,0.457,0.904,0.0879,0.396,-5.303,0.0747,141.038
December,285000,0,0.589,0.684,0.645,0.00432,0.18,-5.707,0.0272,121.995
Rumor,198440,74,0.749,0.655,0.56,0,0.115,-6.857,0.0486,140.975
I'm Turnt,147864,0,0.0386,0.862,0.726,0,0.161,-4.476,0.0783,98.515
My Wild Love,179840,41,0.826,0.311,0.269,0,0.587,-18.388,0.273,201.722
No Promises (feat. Demi Lovato) - Stripped Version,206406,38,0.899,0.673,0.27,0,0.155,-11.572,0.0452,112.902
Three Lions,228360,41,0.0804,0.55,0.699,0,0.346,-8.793,0.0295,126.306
Unstoppable,192106,76,0.00129,0.485,0.843,1.01e-05,0.14,-3.993,0.0467,78.001
Fontena på Youngstorget,251152,0,0.103,0.626,0.636,0.00806,0.114,-8.014,0.0389,141.991
Money for Nothing,506400,66,0.0491,0.667,0.655,0.000894,0.0641,-9.339,0.0367,134.212
Everything Is Alright,207581,0,0.000547,0.436,0.945,0,0.31,-3.824,0.0957,161.074
Get Used To It,238133,56,0.0339,0.687,0.705,0,0.164,-8.453,0.0522,110.048
